,elapsed time since start of model run (hours),net allwave rad (W/m^2),sensible heat transfer (W/m^2),latent heat exchange (W/m^2),snow/soil heat exchange (W/m^2),advected heat from precip. (W/m^2),sum of e.b. terms for snowcover (W/m^2),heat exchange between snow layers (W/m^2),sum of e.b. terms for surface layer (W/m^2),surface layer cold content (J/m^2),lower layer cold content (J/m^2),snowcover cold content (J/m^2),evaporation (kg/m^2),melt (kg/m^2),"predicted runoff (kg, or mm/m^2)",predicted depth of surface layer (m),"predicted   ""   of lower layer (m)","predicted   ""   of snowcover (m)",predicted average snow density (kg/m^3),predicted specific mass of surface layer (kg/m^2),"predicted    ""      ""   of lower layer (kg/m^2)","predicted    ""      ""   of snowcover (kg/m^2)",predicted liquid H2O in snowcover (kg/m^2),predicted temperature of surface layer (C),"predicted      ""      of lower layer (C)",predicted average temp of snowcover (C)
2019-12-04 22:00:00,1558,-30.81,-2.715,-4.035,14.463,0.0,-23.097,20.546,-17.014,-843865.526,-97943.861,-941809.387,-0.004,0.0,0.0,0.25,0.141,0.391,248.92,62.23,35.175,97.405,0.0,-6.553,-1.321,-4.641
2019-12-04 23:00:00,1559,-22.058,0.65,-0.018,17.036,0.0,-4.389,19.988,-1.437,-849037.761,-108572.057,-957609.819,0.001,0.0,0.0,0.25,0.141,0.391,248.97,62.242,35.163,97.406,0.0,-6.594,-1.466,-4.721
2019-12-05 00:00:00,1560,-15.52,0.999,0.531,18.204,0.0,4.215,19.442,5.453,-829408.674,-113028.616,-942437.29,0.002,0.0,0.0,0.25,0.141,0.391,249.021,62.255,35.152,97.408,0.0,-6.438,-1.527,-4.645
2019-12-05 01:00:00,1561,-9.104,1.071,0.787,18.636,0.0,11.39,18.854,11.607,-787623.926,-113810.775,-901434.7,0.002,0.0,0.0,0.25,0.141,0.391,249.073,62.268,35.142,97.41,0.0,-6.106,-1.538,-4.44
2019-12-05 02:00:00,1562,-4.754,0.857,0.737,18.607,0.0,15.447,18.074,14.914,-733933.118,-111891.362,-845824.48,0.002,0.0,0.0,0.25,0.141,0.391,249.126,62.281,35.131,97.412,0.0,-5.68,-1.512,-4.162
2019-12-05 03:00:00,1563,-4.525,0.586,0.518,18.25,0.0,14.829,17.278,13.857,-684048.405,-108391.735,-792440.14,0.002,0.0,0.0,0.25,0.141,0.391,249.179,62.295,35.119,97.414,0.0,-5.285,-1.465,-3.896
2019-12-05 04:00:00,1564,-4.226,0.732,0.661,17.711,0.0,14.878,16.503,13.67,-634835.056,-104043.664,-738878.72,0.002,0.0,0.0,0.25,0.141,0.391,249.234,62.309,35.108,97.416,0.0,-4.897,-1.407,-3.629
2019-12-05 05:00:00,1565,-3.03,1.196,1.113,17.057,0.0,16.337,15.669,14.948,-581020.861,-99045.614,-680066.475,0.003,0.0,0.0,0.25,0.141,0.391,249.291,62.323,35.096,97.419,0.0,-4.475,-1.339,-3.337
2019-12-05 06:00:00,1566,-3.483,1.928,1.658,15.389,2.04,17.532,14.667,16.811,-520501.748,-96448.973,-616950.721,0.003,0.0,0.0,0.25,0.158,0.408,245.226,61.306,38.656,99.962,0.0,-4.069,-1.183,-2.946
2019-12-05 07:00:00,1567,-9.861,3.167,2.141,13.052,1.844,10.344,13.628,10.919,-481191.715,-98521.679,-579713.394,0.004,0.0,0.0,0.25,0.174,0.424,241.494,60.373,42.132,102.506,0.0,-3.816,-1.109,-2.697
2019-12-05 08:00:00,1568,-14.713,2.71,0.71,12.183,0.0,0.89,12.908,1.616,-475375.581,-101133.217,-576508.799,0.002,0.0,0.0,0.25,0.174,0.424,241.564,60.391,42.116,102.507,0.0,-3.767,-1.139,-2.681
2019-12-05 09:00:00,1569,-16.4,-0.403,-1.654,12.407,0.0,-6.05,12.842,-5.615,-495588.019,-102700.974,-598288.992,-0.001,0.0,0.0,0.25,0.174,0.424,241.631,60.408,42.099,102.506,0.0,-3.928,-1.157,-2.783
2019-12-05 10:00:00,1570,-19.772,-0.573,-3.517,11.822,-0.629,-12.668,13.767,-10.723,-534191.863,-109703.135,-643894.998,-0.003,0.0,0.0,0.25,0.199,0.449,233.694,58.424,46.619,105.043,0.0,-4.384,-1.116,-2.925
2019-12-05 11:00:00,1571,-6.81,4.685,-2.731,11.345,0.0,6.49,14.123,9.268,-500828.122,-119704.219,-620532.341,-0.002,0.0,0.0,0.25,0.199,0.449,233.77,58.442,46.598,105.04,0.0,-4.109,-1.218,-2.819
2019-12-05 12:00:00,1572,15.209,4.222,-6.977,11.914,0.0,24.368,11.744,24.198,-413713.961,-119092.345,-532806.306,-0.008,0.0,0.0,0.25,0.199,0.449,233.841,58.46,46.572,105.033,0.0,-3.384,-1.213,-2.417
2019-12-05 13:00:00,1573,3.726,-1.059,-10.434,10.967,-0.351,2.85,10.381,2.263,-405566.365,-116979.772,-522546.137,-0.012,0.0,0.0,0.25,0.224,0.474,226.746,56.687,50.874,107.56,0.0,-3.419,-1.09,-2.313
2019-12-05 14:00:00,1574,-16.581,0.339,-7.277,9.906,0.0,-13.613,10.962,-12.558,-450773.455,-120778.306,-571551.761,-0.008,0.0,0.0,0.25,0.224,0.474,226.832,56.708,50.844,107.552,0.0,-3.803,-1.126,-2.532
2019-12-05 15:00:00,1575,-20.438,2.143,-5.82,10.305,0.0,-13.81,12.387,-11.727,-492991.845,-128275.134,-621266.978,-0.006,0.0,0.0,0.25,0.224,0.474,226.917,56.729,50.816,107.546,0.0,-4.165,-1.197,-2.755
2019-12-05 16:00:00,1576,-6.776,1.041,-5.2,10.855,0.0,-0.081,12.486,1.551,-487407.627,-134149.539,-621557.166,-0.006,0.0,0.0,0.25,0.224,0.474,227.002,56.751,50.79,107.54,0.0,-4.116,-1.253,-2.756
2019-12-05 17:00:00,1577,-10.554,-1.203,-3.986,11.22,0.0,-4.523,12.27,-3.474,-499914.213,-137926.911,-637841.125,-0.004,0.0,0.0,0.25,0.224,0.474,227.089,56.772,50.764,107.536,0.0,-4.22,-1.289,-2.829
2019-12-05 18:00:00,1578,-14.105,-2.714,-3.022,11.503,0.0,-8.338,12.62,-7.22,-525907.77,-141949.312,-667857.082,-0.003,0.0,0.0,0.25,0.223,0.473,227.176,56.794,50.74,107.534,0.0,-4.441,-1.327,-2.964
2019-12-05 19:00:00,1579,-13.872,-2.907,-2.687,11.821,0.0,-7.645,13.107,-6.359,-548799.59,-146579.531,-695379.12,-0.002,0.0,0.0,0.25,0.223,0.473,227.262,56.816,50.716,107.531,0.0,-4.636,-1.372,-3.087
2019-12-05 20:00:00,1580,-13.39,-1.805,-1.758,12.159,0.0,-4.795,13.365,-3.588,-561717.121,-150922.71,-712639.831,-0.001,0.0,0.0,0.25,0.223,0.473,227.349,56.837,50.693,107.53,0.0,-4.746,-1.413,-3.165
2019-12-05 21:00:00,1581,-14.199,-1.064,-1.078,12.457,0.0,-3.884,13.462,-2.879,-572082.815,-154541.031,-726623.846,-0.0,0.0,0.0,0.25,0.223,0.473,227.436,56.859,50.671,107.53,0.0,-4.833,-1.448,-3.228
2019-12-05 22:00:00,1582,-15.415,-0.869,-0.806,12.707,0.0,-4.383,13.578,-3.512,-584726.742,-157676.667,-742403.409,0.0,0.0,0.0,0.25,0.223,0.473,227.523,56.881,50.649,107.53,0.0,-4.94,-1.478,-3.299
2019-12-05 23:00:00,1583,-15.899,-0.976,-0.886,12.931,0.0,-4.829,13.764,-3.996,-599112.556,-160675.283,-759787.84,0.0,0.0,0.0,0.25,0.222,0.472,227.61,56.902,50.628,107.53,0.0,-5.062,-1.507,-3.377
2019-12-06 00:00:00,1584,-17.387,-1.073,-0.99,13.149,0.0,-6.301,13.979,-5.471,-618808.779,-163664.083,-782472.862,0.0,0.0,0.0,0.25,0.222,0.472,227.695,56.924,50.607,107.53,0.0,-5.229,-1.536,-3.479
2019-12-06 01:00:00,1585,-22.918,-3.275,-2.724,13.38,0.0,-15.537,14.46,-14.458,-670856.274,-167550.843,-838407.117,-0.002,0.0,0.0,0.25,0.222,0.472,227.777,56.944,50.584,107.528,0.0,-5.673,-1.573,-3.73
2019-12-06 02:00:00,1586,-31.278,-8.999,-6.643,12.797,-2.216,-36.34,15.922,-33.214,-790427.503,-178803.852,-969231.355,-0.007,0.0,0.0,0.25,0.256,0.506,217.626,54.406,55.655,110.061,0.0,-7.024,-1.526,-4.219
2019-12-06 03:00:00,1587,-37.183,-14.905,-9.576,12.21,0.0,-49.454,17.586,-44.078,-949109.201,-198156.963,-1147266.164,-0.011,0.0,0.0,0.25,0.255,0.505,217.71,54.427,55.623,110.05,0.0,-8.475,-1.692,-5.007
2019-12-06 04:00:00,1588,-39.254,-15.862,-9.058,13.259,0.0,-50.915,18.464,-45.711,-1113668.146,-216892.48,-1330560.626,-0.01,0.0,0.0,0.25,0.255,0.505,217.788,54.447,55.593,110.041,0.0,-9.996,-1.854,-5.825
2019-12-06 05:00:00,1589,-36.54,-11.078,-5.835,14.192,0.0,-39.261,18.591,-34.862,-1239172.486,-232728.387,-1471900.873,-0.006,0.0,0.0,0.25,0.255,0.505,217.866,54.466,55.568,110.035,0.0,-11.17,-1.992,-6.46
2019-12-06 06:00:00,1590,-32.268,-5.241,-2.658,14.026,-1.601,-27.743,18.227,-23.541,-1323921.442,-247853.04,-1571774.482,-0.002,0.0,0.0,0.25,0.289,0.539,208.966,52.242,60.331,112.573,0.0,-12.501,-1.954,-6.752
2019-12-06 07:00:00,1591,-30.393,-2.079,-1.016,13.309,0.0,-20.179,17.624,-15.864,-1381032.852,-263387.369,-1644420.22,0.0,0.0,0.0,0.25,0.288,0.538,209.059,52.265,60.309,112.573,0.0,-13.068,-2.078,-7.072
2019-12-06 08:00:00,1592,-30.805,-1.496,-0.735,13.889,0.0,-19.146,17.171,-15.864,-1438144.021,-275201.849,-1713345.87,0.001,0.0,0.0,0.25,0.288,0.538,209.149,52.287,60.287,112.574,0.0,-13.631,-2.172,-7.376
2019-12-06 09:00:00,1593,-21.8,1.112,0.327,14.32,0.0,-6.041,16.78,-3.581,-1451036.146,-284057.877,-1735094.024,0.002,0.0,0.0,0.25,0.288,0.538,209.239,52.31,60.267,112.576,0.0,-13.764,-2.244,-7.475
2019-12-06 10:00:00,1594,7.668,4.094,1.452,14.651,0.0,27.865,16.783,29.997,-1343046.787,-291732.099,-1634778.886,0.004,0.0,0.0,0.25,0.288,0.538,209.331,52.333,60.247,112.58,0.0,-12.701,-2.305,-7.035
2019-12-06 11:00:00,1595,39.056,7.468,2.289,14.956,0.0,63.768,17.033,65.845,-1106003.897,-299210.888,-1405214.785,0.005,0.0,0.0,0.25,0.288,0.538,209.428,52.357,60.228,112.585,0.0,-10.376,-2.366,-6.028
2019-12-06 12:00:00,1596,70.27,11.691,2.318,15.207,0.0,99.486,15.872,100.152,-745457.228,-301606.549,-1047063.777,0.005,0.0,0.0,0.25,0.287,0.537,209.535,52.384,60.206,112.589,0.0,-6.912,-2.386,-4.469
2019-12-06 13:00:00,1597,109.709,8.722,-1.071,15.069,0.0,132.429,9.446,126.807,-288952.83,-281365.752,-570318.582,0.001,0.0,0.0,0.25,0.287,0.537,209.653,52.413,60.177,112.59,0.0,-2.638,-2.226,-2.417
2019-12-06 14:00:00,1598,114.203,5.013,-17.117,13.675,0.0,115.774,-3.898,98.201,0.0,-183618.59,-183618.59,-0.02,0.194,0.0,0.25,0.282,0.532,211.58,52.895,59.675,112.57,0.081,0.0,-1.463,-0.773
2019-12-06 15:00:00,1599,82.458,2.051,-22.509,5.482,0.0,67.483,-3.693,58.307,0.0,0.0,0.0,-0.028,0.629,0.0,0.25,0.267,0.517,217.547,54.387,58.155,112.542,0.234,0.0,0.0,0.0
2019-12-06 16:00:00,1600,55.535,0.504,-20.952,0.0,0.0,35.087,0.0,35.087,0.0,0.0,0.0,-0.027,0.379,0.0,0.25,0.259,0.509,221.149,55.287,57.228,112.515,0.59,0.0,0.0,0.0
2019-12-06 17:00:00,1601,50.133,-9.286,-25.946,0.0,0.0,14.902,0.0,14.902,0.0,0.0,0.0,-0.033,0.178,0.0,0.25,0.255,0.505,222.864,55.716,56.766,112.482,0.721,0.0,0.0,0.0
2019-12-06 18:00:00,1602,-2.909,-33.612,-38.211,0.0,0.0,-74.732,0.012,-74.72,-78594.247,0.0,-78594.247,-0.049,0.0,0.0,0.25,0.254,0.504,222.9,55.725,56.709,112.434,0.108,-0.666,0.0,-0.33
2019-12-06 19:00:00,1603,-54.727,-45.184,-39.488,0.311,0.0,-139.088,10.245,-129.153,-520587.993,-27214.886,-547802.879,-0.05,0.0,0.0,0.25,0.254,0.504,222.954,55.738,56.645,112.384,0.0,-4.467,-0.227,-2.317
2019-12-06 20:00:00,1604,-45.85,-32.699,-23.108,3.54,0.0,-98.117,19.204,-82.453,-817417.798,-83604.585,-901022.383,-0.029,0.0,0.0,0.25,0.254,0.504,223.025,55.756,56.599,112.355,0.0,-7.086,-0.699,-3.835
2019-12-06 21:00:00,1605,-38.008,-20.108,-12.683,7.176,0.0,-63.623,20.584,-50.216,-998195.082,-131870.937,-1130066.019,-0.015,0.0,0.0,0.25,0.254,0.504,223.101,55.775,56.565,112.34,0.0,-8.706,-1.105,-4.829
2019-12-06 22:00:00,1606,-33.663,-12.656,-7.457,9.895,0.0,-43.881,20.265,-33.511,-1118836.434,-169202.241,-1288038.675,-0.008,0.0,0.0,0.25,0.253,0.503,223.176,55.794,56.537,112.331,0.0,-9.797,-1.42,-5.519
2019-12-06 23:00:00,1607,-30.519,-7.856,-4.451,11.834,0.0,-30.992,19.694,-23.132,-1202112.75,-197498.448,-1399611.198,-0.004,0.0,0.0,0.25,0.253,0.503,223.252,55.813,56.514,112.327,0.0,-10.555,-1.66,-6.009
2019-12-07 00:00:00,1608,-28.031,-3.963,-2.196,13.22,0.0,-20.97,19.157,-15.034,-1256233.894,-218870.552,-1475104.446,-0.001,0.0,0.0,0.25,0.253,0.503,223.328,55.832,56.494,112.326,0.0,-11.048,-1.841,-6.341
2019-12-07 01:00:00,1609,-25.755,-1.467,-0.853,14.224,0.0,-13.85,18.722,-9.352,-1289902.148,-235063.083,-1524965.231,0.0,0.0,0.0,0.25,0.253,0.503,223.404,55.851,56.475,112.326,0.0,-11.355,-1.979,-6.561
2019-12-07 02:00:00,1610,-23.917,0.477,0.175,14.964,0.0,-8.301,18.393,-4.872,-1307440.693,-247408.501,-1554849.194,0.002,0.0,0.0,0.25,0.253,0.503,223.48,55.87,56.458,112.328,0.0,-11.513,-2.085,-6.693
2019-12-07 03:00:00,1611,-23.787,0.891,0.429,15.516,0.0,-6.951,18.145,-4.322,-1323000.221,-256872.865,-1579873.086,0.002,0.0,0.0,0.25,0.252,0.502,223.555,55.889,56.442,112.33,0.0,-11.652,-2.166,-6.803
2019-12-07 04:00:00,1612,-24.226,0.956,0.426,15.935,0.0,-6.909,17.953,-4.891,-1340606.564,-264140.659,-1604747.223,0.002,0.0,0.0,0.25,0.252,0.502,223.63,55.907,56.425,112.333,0.0,-11.809,-2.228,-6.913
2019-12-07 05:00:00,1613,-25.224,1.057,0.457,16.253,0.0,-7.456,17.798,-5.911,-1361886.578,-269700.748,-1631587.326,0.002,0.0,0.0,0.25,0.252,0.502,223.704,55.926,56.409,112.335,0.0,-12.001,-2.276,-7.031
2019-12-07 06:00:00,1614,-27.071,1.417,0.463,16.497,0.0,-8.694,17.664,-7.527,-1388982.645,-273903.829,-1662886.473,0.002,0.0,0.0,0.25,0.252,0.502,223.778,55.944,56.393,112.337,0.0,-12.246,-2.313,-7.169
2019-12-07 07:00:00,1615,-29.52,1.673,0.303,16.68,0.0,-10.865,17.53,-10.014,-1425033.724,-276966.085,-1701999.809,0.002,0.0,0.0,0.25,0.252,0.502,223.85,55.962,56.377,112.34,0.0,-12.574,-2.339,-7.342
2019-12-07 08:00:00,1616,-30.01,1.907,0.384,16.813,0.0,-10.907,17.383,-10.337,-1462245.166,-279019.272,-1741264.438,0.002,0.0,0.0,0.25,0.252,0.502,223.921,55.98,56.362,112.342,0.0,-12.914,-2.358,-7.516
2019-12-07 09:00:00,1617,-15.914,2.957,0.829,16.902,0.0,4.775,17.267,5.14,-1443742.604,-280333.169,-1724075.773,0.003,0.0,0.0,0.25,0.252,0.502,223.992,55.998,56.347,112.345,0.0,-12.75,-2.369,-7.443
2019-12-07 10:00:00,1618,22.694,8.226,1.005,16.974,0.0,48.899,17.424,49.349,-1266087.14,-281950.781,-1548037.921,0.003,0.0,0.0,0.25,0.251,0.501,224.066,56.016,56.332,112.348,0.0,-11.129,-2.384,-6.669
2019-12-07 11:00:00,1619,105.841,14.04,-0.985,17.053,0.0,135.948,16.869,135.765,-777334.179,-281290.313,-1058624.493,0.001,0.0,0.0,0.25,0.251,0.501,224.143,56.036,56.313,112.349,0.0,-6.746,-2.379,-4.534
2019-12-07 12:00:00,1620,153.963,9.193,-8.459,16.648,0.0,171.345,7.385,162.083,-193836.694,-247944.892,-441781.586,-0.009,0.0,0.0,0.25,0.251,0.501,224.229,56.057,56.283,112.34,0.0,-1.647,-2.097,-1.873
2019-12-07 13:00:00,1621,42.017,7.593,-28.562,14.256,0.0,35.303,-3.748,17.299,-131559.184,-183130.627,-314689.81,-0.035,0.0,0.0,0.25,0.251,0.501,224.305,56.076,56.229,112.305,0.0,-1.112,-1.547,-1.329
2019-12-07 14:00:00,1622,-39.259,3.896,-41.37,4.275,3.698,-68.759,-0.319,-73.353,0.0,0.0,0.0,-0.052,0.0,0.0,0.25,0.215,0.465,246.91,61.727,53.066,114.793,0.815,0.0,0.0,0.0
2019-12-07 15:00:00,1623,-42.554,0.577,-54.136,0.0,0.0,-96.114,0.571,-95.543,-101096.251,0.0,-101096.251,-0.069,0.0,0.0,0.25,0.215,0.465,246.857,61.714,53.01,114.724,0.02,-0.775,0.0,-0.416
2019-12-07 16:00:00,1624,-38.554,3.551,-28.261,0.502,0.0,-62.762,7.407,-55.856,-298506.117,-21704.498,-320210.615,-0.036,0.0,0.0,0.25,0.215,0.465,246.9,61.725,52.963,114.688,0.0,-2.299,-0.194,-1.324
2019-12-07 17:00:00,1625,-57.711,3.406,-10.771,3.114,0.0,-61.962,12.932,-52.145,-486227.905,-57046.166,-543274.071,-0.013,0.0,0.0,0.25,0.214,0.464,246.961,61.74,52.935,114.675,0.0,-3.764,-0.51,-2.254
2019-12-07 18:00:00,1626,-64.307,3.064,-3.395,6.162,0.0,-58.477,16.079,-48.559,-661042.095,-92747.651,-753789.746,-0.004,0.0,0.0,0.25,0.214,0.464,247.028,61.757,52.914,114.671,0.0,-5.141,-0.83,-3.137
2019-12-07 19:00:00,1627,-66.984,5.164,-1.001,8.934,0.0,-53.887,18.066,-44.755,-822158.511,-125622.74,-947781.251,-0.0,0.0,0.0,0.25,0.214,0.464,247.093,61.773,52.898,114.671,0.0,-6.423,-1.126,-3.956
2019-12-07 20:00:00,1628,-60.458,6.334,0.667,11.264,0.0,-42.193,18.99,-34.467,-946240.111,-153436.747,-1099676.857,0.002,0.0,0.0,0.25,0.214,0.464,247.156,61.789,52.884,114.673,0.0,-7.419,-1.377,-4.601
2019-12-07 21:00:00,1629,-55.951,7.78,1.799,12.55,8.369,-25.453,19.206,-18.796,-1013907.467,-177400.503,-1191307.97,0.003,0.0,0.0,0.25,0.231,0.481,243.798,60.95,56.267,117.216,0.0,-8.08,-1.497,-4.882
2019-12-07 22:00:00,1630,-51.926,8.93,2.882,13.127,0.0,-26.987,19.084,-21.031,-1089617.643,-198844.379,-1288462.022,0.005,0.0,0.0,0.25,0.231,0.481,243.866,60.966,56.255,117.221,0.0,-8.701,-1.679,-5.287
2019-12-07 23:00:00,1631,-48.264,9.91,3.841,14.275,0.0,-20.237,18.953,-15.56,-1145633.067,-215683.359,-1361316.426,0.006,0.0,0.0,0.25,0.231,0.481,243.933,60.983,56.244,117.227,0.0,-9.162,-1.823,-5.592
2019-12-08 00:00:00,1632,-46.488,9.878,3.977,15.145,0.0,-17.488,18.795,-13.838,-1195450.859,-228822.218,-1424273.078,0.007,0.0,0.0,0.25,0.23,0.48,243.999,61.0,56.234,117.234,0.0,-9.572,-1.935,-5.856
2019-12-08 01:00:00,1633,-31.589,7.876,3.492,15.221,10.703,5.703,18.627,9.108,-1162661.683,-241082.006,-1403743.69,0.006,0.0,0.0,0.25,0.247,0.497,240.863,60.216,59.564,119.78,0.0,-9.434,-1.925,-5.648
2019-12-08 02:00:00,1634,-2.244,5.048,3.131,14.889,0.0,20.825,18.077,24.013,-1076215.417,-252558.744,-1328774.162,0.006,0.0,0.0,0.25,0.247,0.497,240.933,60.233,59.552,119.786,0.0,-8.71,-2.017,-5.34
2019-12-08 03:00:00,1635,5.343,5.415,4.162,15.354,0.0,30.275,17.121,32.042,-960864.082,-258920.984,-1219785.067,0.007,0.0,0.0,0.25,0.247,0.497,241.006,60.251,59.541,119.792,0.0,-7.748,-2.069,-4.895
2019-12-08 04:00:00,1636,1.368,7.978,5.993,15.563,0.0,30.902,15.772,31.112,-848862.561,-259674.401,-1108536.961,0.009,0.0,0.0,0.25,0.247,0.497,241.084,60.271,59.531,119.802,0.0,-6.819,-2.075,-4.441
2019-12-08 05:00:00,1637,-5.477,8.176,5.486,15.517,0.0,23.702,14.395,22.58,-767574.27,-255635.739,-1023210.009,0.009,0.0,0.0,0.25,0.247,0.497,241.163,60.291,59.519,119.81,0.0,-6.148,-2.043,-4.093
2019-12-08 06:00:00,1638,-13.839,16.75,8.945,15.276,0.0,27.131,13.218,25.073,-677310.079,-248228.15,-925538.228,0.013,0.0,0.0,0.25,0.247,0.497,241.249,60.312,59.511,119.823,0.0,-5.41,-1.984,-3.697
2019-12-08 07:00:00,1639,-16.8,20.511,9.352,14.851,0.0,27.913,11.54,24.602,-588742.489,-236307.294,-825049.783,0.013,0.0,0.0,0.25,0.247,0.497,241.338,60.334,59.502,119.837,0.0,-4.688,-1.888,-3.29
2019-12-08 08:00:00,1640,-21.926,15.081,3.853,14.227,0.0,11.235,10.451,7.459,-561889.25,-222715.353,-784604.602,0.006,0.0,0.0,0.25,0.246,0.496,241.421,60.355,59.488,119.843,0.0,-4.467,-1.779,-3.126
2019-12-08 09:00:00,1641,-24.878,11.029,1.113,13.603,0.0,0.868,10.708,-2.027,-569186.818,-212293.699,-781480.518,0.003,0.0,0.0,0.25,0.246,0.496,241.501,60.375,59.47,119.846,0.0,-4.524,-1.696,-3.114
2019-12-08 10:00:00,1642,-22.128,12.019,1.04,13.147,0.0,4.078,11.108,2.04,-561843.142,-204955.354,-766798.496,0.003,0.0,0.0,0.25,0.246,0.496,241.582,60.395,59.453,119.848,0.0,-4.464,-1.638,-3.055
2019-12-08 11:00:00,1643,-17.391,11.783,0.713,12.799,0.0,7.904,11.003,6.108,-539852.728,-198491.268,-738343.995,0.002,0.0,0.0,0.25,0.246,0.496,241.662,60.415,59.435,119.851,0.0,-4.285,-1.586,-2.94
2019-12-08 12:00:00,1644,-17.72,10.709,-1.358,12.029,2.158,5.819,10.733,4.522,-523572.5,-193824.692,-717397.191,-0.0,0.0,0.0,0.25,0.263,0.513,238.714,59.678,62.712,122.39,0.0,-4.205,-1.467,-2.796
2019-12-08 13:00:00,1645,-19.973,14.47,-5.577,11.17,0.0,0.09,10.885,-0.195,-524273.338,-192799.302,-717072.639,-0.006,0.0,0.0,0.25,0.263,0.513,238.793,59.698,62.686,122.384,0.0,-4.21,-1.46,-2.795
2019-12-08 14:00:00,1646,-2.749,14.34,-10.604,11.127,0.0,12.115,10.597,11.585,-482568.935,-190889.567,-673458.502,-0.012,0.0,0.0,0.25,0.262,0.512,238.866,59.716,62.656,122.372,0.0,-3.871,-1.446,-2.624
2019-12-08 15:00:00,1647,2.373,7.656,-12.145,10.605,1.801,10.29,9.372,9.056,-449965.802,-186450.323,-636416.124,-0.014,0.0,0.0,0.25,0.279,0.529,236.096,59.024,65.874,124.898,0.0,-3.647,-1.343,-2.427
2019-12-08 16:00:00,1648,-16.036,3.204,-5.923,9.863,0.0,-8.891,9.695,-9.06,-482580.934,-185844.416,-668425.35,-0.006,0.0,0.0,0.25,0.279,0.529,236.183,59.046,65.846,124.892,0.0,-3.913,-1.339,-2.55
2019-12-08 17:00:00,1649,-14.13,1.16,-3.48,9.893,0.0,-6.557,10.383,-6.066,-504420.249,-187609.035,-692029.285,-0.003,0.0,0.0,0.25,0.279,0.529,236.272,59.068,65.821,124.888,0.0,-4.091,-1.353,-2.641
2019-12-08 18:00:00,1650,-14.778,1.376,-0.821,9.167,0.686,-4.369,10.985,-2.551,-513605.133,-194153.135,-707758.269,0.0,0.0,0.0,0.25,0.329,0.579,224.416,56.104,73.865,129.969,0.0,-4.39,-1.247,-2.596
2019-12-08 19:00:00,1651,-15.513,-0.197,-1.065,7.913,0.277,-8.584,11.232,-5.266,-532562.664,-206099.57,-738662.234,-0.0,0.0,0.0,0.25,0.354,0.604,219.305,54.826,77.682,132.508,0.0,-4.662,-1.259,-2.657
2019-12-08 20:00:00,1652,-24.541,-1.54,-4.126,7.827,0.0,-22.38,11.807,-18.4,-598801.461,-220429.953,-819231.414,-0.004,0.0,0.0,0.25,0.354,0.604,219.429,54.857,77.647,132.504,0.0,-5.248,-1.347,-2.95
2019-12-08 21:00:00,1653,-31.491,-0.383,-3.875,8.316,0.0,-27.432,13.047,-22.701,-680526.187,-237460.556,-917986.743,-0.004,0.0,0.0,0.25,0.354,0.604,219.55,54.888,77.613,132.5,0.0,-5.977,-1.452,-3.31
2019-12-08 22:00:00,1654,-30.228,0.642,-2.116,8.867,0.0,-22.834,13.937,-17.764,-744477.044,-255713.44,-1000190.484,-0.001,0.0,0.0,0.25,0.353,0.603,219.669,54.917,77.582,132.499,0.0,-6.549,-1.565,-3.61
2019-12-08 23:00:00,1655,-31.306,1.249,-1.465,9.424,0.0,-22.098,14.518,-17.004,-805690.02,-274052.123,-1079742.142,-0.001,0.0,0.0,0.25,0.353,0.603,219.786,54.947,77.552,132.499,0.0,-7.098,-1.679,-3.901
2019-12-09 00:00:00,1656,-29.776,0.894,-0.616,9.963,0.0,-19.535,14.933,-14.565,-858124.884,-291943.271,-1150068.156,0.001,0.0,0.0,0.25,0.353,0.603,219.902,54.975,77.524,132.499,0.0,-7.569,-1.79,-4.159
2019-12-09 01:00:00,1657,-27.079,1.052,-0.252,10.469,0.0,-15.81,15.148,-11.132,-898198.293,-308785.431,-1206983.724,0.001,0.0,0.0,0.25,0.352,0.602,220.015,55.004,77.497,132.5,0.0,-7.929,-1.894,-4.368
2019-12-09 02:00:00,1658,-25.432,1.879,0.101,10.929,0.0,-12.523,15.218,-8.235,-927842.854,-324223.815,-1252066.669,0.002,0.0,0.0,0.25,0.352,0.602,220.127,55.032,77.47,132.502,0.0,-8.195,-1.99,-4.534
2019-12-09 03:00:00,1659,-23.653,1.836,0.384,11.339,0.0,-10.094,15.192,-6.24,-950307.94,-338096.437,-1288404.376,0.002,0.0,0.0,0.25,0.352,0.602,220.237,55.059,77.445,132.504,0.0,-8.396,-2.077,-4.668
2019-12-09 04:00:00,1660,-29.667,1.151,-0.243,11.7,0.0,-17.059,15.187,-13.571,-999164.193,-350651.981,-1349816.174,0.001,0.0,0.0,0.25,0.351,0.601,220.346,55.086,77.419,132.506,0.0,-8.833,-2.155,-4.893
2019-12-09 05:00:00,1661,-37.576,-0.227,-1.539,12.032,0.0,-27.311,15.528,-23.814,-1084895.572,-363239.096,-1448134.669,-0.0,0.0,0.0,0.25,0.351,0.601,220.45,55.113,77.393,132.505,0.0,-9.613,-2.234,-5.256
2019-12-09 06:00:00,1662,-28.784,-2.139,-1.362,12.361,0.0,-19.924,15.818,-16.467,-1144176.608,-375685.88,-1519862.488,0.0,0.0,0.0,0.25,0.351,0.601,220.552,55.138,77.368,132.505,0.0,-10.157,-2.312,-5.523
